Destination,Start date,lat,lon,maxtemp_c,mintemp_c,avgtemp_c,totalprecip_mm,totalsnow_cm,avghumidity,maxwind_kph,avgvis_km,condition_text,condition_icon_url,icon_location
"Johannesburg, South Africa",02/03/2024,-26.2,28.0833,4.85,4.32,4.46,23.7,8.39,68.88,29.92,7.11,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Tallinn, Estonia",01/04/2024,59.4339,24.7281,23.2,10.07,15.7,43.81,2.28,16.82,33.58,5.38,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"La Paz, Bolivia",03/02/2024,-16.5,-68.15,12.2,3.0,7.7,0.98,0.0,73,15.1,10.0,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Quebec City, Canada",02/03/2024,50.1833,-66.6333,11.54,5.18,6.5,2.76,0.35,92.79,34.32,4.78,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Lausanne, Switzerland",01/04/2024,46.5333,6.6667,0.93,-2.75,0.12,0.31,1.8,95.52,31.03,6.91,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Kyoto, Japan",11/08/2024,35.0211,135.7539,13.9,7.5,10.0,0.0,0.0,65,11.2,10.0,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Barcelona, Spain",05/03/2024,41.3833,2.1833,36.43,11.57,31.66,47.94,3.1,27.61,6.21,9.14,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Kolkata, India",01/26/2024,22.5697,88.3697,26.9,16.3,21.6,0.0,0.0,43,10.8,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Bangkok, Thailand",08/17/2024,13.75,100.5167,32.8,28.4,30.1,3.68,0.0,71,14.0,9.9,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"San Pedro Sula, Honduras",06/02/2024,15.5,-88.0333,20.96,-0.32,0.04,29.89,7.94,53.06,37.07,6.97,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Vienna, Austria",04/03/2024,48.2,16.3667,30.46,18.8,22.48,7.77,3.17,74.87,27.55,6.97,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Darwin, Australia",06/02/2024,-12.4667,130.8333,16.0,6.58,10.95,20.28,6.98,65.89,8.78,9.07,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Antananarivo, Madagascar",01/04/2024,-18.9167,47.5167,21.35,8.42,8.46,25.88,2.2,58.92,52.07,4.73,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Darwin, Australia",03/04/2024,-12.4667,130.8333,15.63,1.19,1.75,10.6,0.92,46.37,28.09,4.25,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Aix-en-Provence, France",03/04/2024,43.5333,5.4333,34.02,18.09,33.0,34.49,0.88,64.69,8.08,9.83,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Adelaide, Australia",11/30/2024,-34.9333,138.6,21.8,14.5,17.8,3.59,0.0,70,19.1,9.5,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Athens, Greece",09/22/2024,37.9795,23.7162,25.8,16.6,20.7,0.0,0.0,40,24.1,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Nelson, New Zealand",06/02/2024,-41.2833,173.2833,39.69,31.95,35.33,44.3,0.12,98.54,35.62,7.9,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Freiburg im Breisgau, Germany",06/02/2024,48.0,7.85,39.3,24.75,37.62,47.19,1.66,10.57,38.39,5.88,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"San Jose, Costa Rica",04/03/2024,9.9333,-84.0833,29.87,-2.49,-2.38,47.67,0.55,29.18,43.45,6.99,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Bangkok, Thailand",07/18/2024,13.75,100.5167,28.6,25.3,26.7,3.02,0.0,84,15.1,8.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Taipei, Taiwan",11/24/2024,25.0392,121.525,18.6,17.2,17.8,0.68,0.0,80,19.1,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Lima, Peru",02/03/2024,-12.05,-77.05,15.02,10.33,11.61,13.75,6.89,20.48,23.59,7.27,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Lausanne, Switzerland",05/03/2024,46.5333,6.6667,15.5,15.04,15.47,47.97,7.14,29.31,50.57,7.81,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Prague, Czech Republic",08/23/2024,50.0833,14.4667,29.2,14.1,21.2,0.0,0.0,54,17.3,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Milan, Italy",03/04/2024,45.4667,9.2,4.48,3.45,4.43,5.75,2.59,72.15,6.27,4.53,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"San Pedro Sula, Honduras",01/04/2024,15.5,-88.0333,29.65,-0.96,28.05,13.89,4.44,90.39,5.56,5.21,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Dar es Salaam, Tanzania",04/03/2024,-6.8,39.2833,36.78,22.34,34.76,36.21,3.78,51.6,26.12,6.79,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Krakow, Poland",07/23/2024,51.7333,18.5167,25.0,16.2,20.7,0.01,0.0,65,18.4,8.9,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Accra, Ghana",04/03/2024,5.55,-0.2167,32.09,8.64,17.19,43.05,6.56,84.19,6.9,8.7,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Conakry, Guinea",04/03/2024,9.5092,-13.7122,25.68,13.04,19.28,2.04,7.04,98.85,27.7,7.73,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Tokyo, Japan",03/12/2024,35.6895,139.6917,11.9,6.6,9.7,51.1,0.0,67,41.0,8.5,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Paris, France",03/04/2024,48.8667,2.3333,37.18,9.48,22.41,41.1,1.74,93.24,50.53,9.98,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Hamilton, New Zealand",06/02/2024,-37.7833,175.2833,39.15,27.09,36.96,9.3,6.76,36.29,24.66,5.64,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Bogota, Colombia",02/03/2024,4.6,-74.0833,23.56,5.15,12.76,34.31,5.88,15.24,14.55,9.3,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Salzburg, Austria",01/04/2024,47.8,13.0333,25.21,14.03,18.34,16.55,0.01,70.45,39.01,5.65,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Rockhampton, Australia",05/03/2024,-23.3833,150.5,20.09,7.32,10.88,14.79,4.52,42.4,22.42,4.67,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Zermatt, Switzerland",06/02/2024,46.0167,7.75,15.49,11.95,12.96,42.74,3.04,79.52,45.74,5.96,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Ho Chi Minh City, Vietnam",04/03/2024,10.75,106.6667,38.22,25.67,31.21,41.64,8.94,10.05,25.81,6.29,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Cape Town, South Africa",03/05/2024,-33.9167,18.4167,22.3,17.4,19.4,1.08,0.0,67,27.4,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"San Salvador, El Salvador",03/04/2024,13.7086,-89.2031,28.34,18.35,22.55,2.72,8.12,84.96,38.65,7.13,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Vancouver, Canada",07/14/2024,49.25,-123.1333,19.5,15.6,18.0,0.02,0.0,75,9.0,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Edinburgh, UK",10/25/2024,55.949,-3.1625,11.5,8.8,10.3,1.02,0.0,85,9.0,9.8,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Tokyo, Japan",01/26/2024,35.6895,139.6917,9.4,2.7,5.7,0.0,0.0,29,30.2,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Vancouver, Canada",05/03/2024,49.25,-123.1333,32.32,31.44,32.22,35.88,5.6,42.95,23.66,4.95,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Invercargill, New Zealand",01/04/2024,-46.4,168.35,17.2,14.09,16.09,36.18,6.19,26.22,39.18,7.56,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Colombo, Sri Lanka",06/21/2024,6.9319,79.8478,28.1,25.2,26.5,20.88,0.0,86,21.6,10.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Phuket, Thailand",05/03/2024,7.8833,98.4,20.21,18.73,18.88,23.09,2.12,67.09,50.9,4.09,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Bangkok, Thailand",09/01/2024,13.75,100.5167,34.0,25.9,29.2,18.5,0.0,69,14.8,9.4,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Quito, Ecuador",03/04/2024,-0.2167,-78.5,6.07,-1.75,4.13,31.93,3.19,59.09,52.27,9.92,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Los Angeles, USA",03/04/2024,34.0522,-118.2428,24.43,-3.26,19.33,0.37,8.96,72.34,28.0,5.85,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Harare, Zimbabwe",03/04/2024,-17.8178,31.0447,24.08,14.53,18.72,33.45,1.98,43.62,24.16,4.97,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Bled, Slovenia",02/03/2024,46.3692,14.1136,26.44,19.37,20.36,49.7,0.93,31.79,27.66,9.95,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"San Francisco, USA",04/03/2024,37.775,-122.4183,39.15,-0.07,6.0,29.78,7.26,31.42,31.67,4.68,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Sydney, Australia",03/11/2024,-33.8833,151.2167,25.7,20.3,23.2,0.23,0.0,71,25.6,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Lusaka, Zambia",01/04/2024,-15.4167,28.2833,17.16,9.91,15.12,17.72,7.24,88.62,45.08,5.96,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Bangkok, Thailand",02/22/2024,13.75,100.5167,34.2,27.7,30.4,0.0,0.0,62,22.7,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Buenos Aires, Argentina",05/15/2024,-34.5875,-58.6725,13.9,5.3,9.2,0.0,0.0,62,9.0,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Aix-en-Provence, France",05/03/2024,43.5333,5.4333,14.24,6.75,8.67,7.3,6.43,62.14,14.39,8.69,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Cape Town, South Africa",10/10/2024,-33.9167,18.4167,19.6,12.8,15.8,0.02,0.0,72,20.2,10.0,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Buenos Aires, Argentina",02/13/2024,-34.5875,-58.6725,24.2,13.6,18.6,0.0,0.0,55,19.8,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Athens, Greece",06/02/2024,37.9795,23.7162,30.81,28.76,28.84,1.31,5.66,96.65,21.75,6.24,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Stockholm, Sweden",05/03/2024,59.3333,18.05,21.94,20.09,20.66,12.78,6.64,13.18,6.65,4.67,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"San Salvador, El Salvador",06/02/2024,13.7086,-89.2031,32.38,13.1,22.55,23.5,7.15,24.62,36.01,7.06,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Dhaka, Bangladesh",07/07/2024,23.7231,90.4086,34.0,27.1,30.1,4.7,0.0,74,17.3,9.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Lausanne, Switzerland",03/19/2024,46.5333,6.6667,13.3,5.9,9.2,0.0,0.0,77,9.4,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Rio de Janeiro, Brazil",01/17/2024,-22.9,-43.2333,34.1,25.6,29.3,0.19,0.0,72,11.9,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Perth, Australia",06/02/2024,-31.9333,115.8333,25.17,19.92,22.23,13.33,5.12,49.79,10.32,4.76,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Mumbai, India",03/23/2024,18.975,72.8258,30.0,26.0,27.8,0.0,0.0,55,24.1,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Bangkok, Thailand",03/21/2024,13.75,100.5167,34.8,26.5,30.1,0.01,0.0,56,15.1,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Managua, Nicaragua",03/24/2024,12.1508,-86.2683,34.5,25.7,29.7,3.44,0.0,65,15.1,9.9,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Tokyo, Japan",08/08/2024,35.6895,139.6917,32.6,27.1,29.4,9.71,0.0,70,15.5,8.5,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Edinburgh, UK",02/03/2024,55.949,-3.1625,17.79,5.74,15.35,26.12,0.49,90.76,37.77,6.58,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Dubrovnik, Croatia",04/03/2024,42.6506,18.0914,28.49,21.61,26.28,45.13,7.24,14.99,36.69,6.1,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Bangkok, Thailand",09/15/2024,13.75,100.5167,34.7,25.6,29.6,0.2,0.0,62,19.8,9.8,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Dubai, United Arab Emirates",05/07/2024,25.2522,55.28,32.6,29.3,31.1,0.0,0.0,37,16.9,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Singapore, Singapore",09/24/2024,1.2931,103.8558,29.5,26.8,28.0,11.25,0.0,77,11.2,9.6,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Porto, Portugal",06/02/2024,41.15,-8.6167,35.36,26.98,32.39,38.88,8.83,96.57,35.44,9.47,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Dubai, United Arab Emirates",05/24/2024,25.2522,55.28,33.0,29.7,31.0,0.0,0.0,59,31.0,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"San Salvador, El Salvador",08/06/2024,13.7086,-89.2031,30.3,20.4,24.4,5.22,0.0,83,4.7,6.8,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Beijing, China",02/28/2024,39.9289,116.3883,7.4,0.9,4.1,0.0,0.0,41,10.8,10.0,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Nairobi, Kenya",04/26/2024,-1.2833,36.8167,18.0,16.5,17.2,32.11,0.0,93,10.8,8.9,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Phnom Penh, Cambodia",02/04/2024,11.55,104.9167,36.1,23.6,29.2,0.01,0.0,62,18.4,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Bangkok, Thailand",08/19/2024,13.75,100.5167,32.8,26.9,29.4,13.15,0.0,76,14.8,9.6,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Vancouver, Canada",06/02/2024,49.25,-123.1333,38.7,22.42,27.43,42.32,1.59,82.43,51.0,6.29,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Yangon, Myanmar",07/27/2024,16.7833,96.1667,26.0,24.7,25.1,31.21,0.0,95,13.3,8.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Antananarivo, Madagascar",02/03/2024,-18.9167,47.5167,38.36,25.53,31.13,12.35,7.47,97.3,41.94,9.14,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Wellington, New Zealand",06/02/2024,-41.3,174.7833,20.22,10.07,14.06,13.9,4.41,46.72,33.08,8.15,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Heidelberg, Germany",06/02/2024,49.4167,8.7,24.49,13.4,13.6,30.98,7.44,36.06,19.01,3.99,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Verona, Italy",03/04/2024,45.45,11.0,24.24,9.01,17.7,14.97,7.12,74.59,31.98,6.58,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Tokyo, Japan",08/10/2024,35.6895,139.6917,34.1,27.8,30.5,0.29,0.0,58,23.0,9.8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Invercargill, New Zealand",03/04/2024,-46.4,168.35,39.47,9.39,18.13,9.03,3.92,95.6,49.79,3.83,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Freiburg im Breisgau, Germany",02/03/2024,48.0,7.85,7.8,4.46,5.63,23.21,2.41,12.91,3.65,4.31,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Geelong, Australia",05/03/2024,-38.1583,144.35,21.68,6.11,18.99,32.36,6.6,54.64,4.98,8.46,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Sydney, Australia",09/28/2024,-33.8833,151.2167,17.4,14.6,16.1,1.33,0.0,66,22.3,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Ho Chi Minh City, Vietnam",02/03/2024,10.75,106.6667,20.75,19.58,20.24,50.68,7.99,72.9,30.16,6.46,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Dar es Salaam, Tanzania",05/03/2024,-6.8,39.2833,12.72,1.75,6.76,2.27,6.6,88.3,38.99,4.69,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"London, UK",03/04/2024,51.5171,-0.1062,39.01,28.87,29.92,49.06,7.49,68.4,49.59,7.79,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Rome, Italy",04/01/2024,41.9,12.4833,19.0,10.5,14.5,9.59,0.0,73,28.1,9.6,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Hyderabad, India",08/03/2024,17.3753,78.4744,25.9,22.7,24.0,0.15,0.0,81,28.4,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Adelaide, Australia",03/04/2024,-34.9333,138.6,34.83,26.76,29.92,0.85,8.75,97.49,7.6,7.79,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Hallstatt, Austria",08/28/2024,47.55,13.65,25.6,12.1,17.6,1.77,0.0,69,9.4,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Montevideo, Uruguay",06/02/2024,-34.8581,-56.1708,14.62,5.46,13.87,12.32,8.63,22.34,25.02,7.61,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Addis Ababa, Ethiopia",06/02/2024,9.0333,38.7,35.24,31.82,32.81,3.25,6.68,25.43,39.65,7.31,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Bamako, Mali",01/04/2024,12.65,-8.0,38.97,28.4,29.76,33.68,6.62,49.54,18.94,7.3,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Rotorua, New Zealand",05/03/2024,-38.1378,176.2514,38.74,14.66,36.09,50.79,5.8,11.25,24.89,9.68,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Kotor, Montenegro",11/17/2024,42.4258,18.7719,12.2,8.4,10.1,0.0,0.0,64,7.2,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Cesky Krumlov, Czech Republic",05/03/2024,48.8167,14.3167,36.55,22.86,34.45,18.51,7.9,55.12,47.13,7.74,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Palmerston North, New Zealand",04/03/2024,-40.35,175.6167,36.03,31.4,32.02,34.68,4.07,51.54,29.34,7.86,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Ho Chi Minh City, Vietnam",05/03/2024,10.75,106.6667,32.74,23.29,25.77,0.91,6.72,60.96,37.01,3.83,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Wellington, New Zealand",07/03/2024,-41.3,174.7833,9.4,8.2,9.0,0.83,0.0,66,40.7,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Tripoli, Libya",04/03/2024,32.8925,13.18,37.71,17.03,27.83,29.12,6.74,23.34,21.28,7.61,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Auckland, New Zealand",01/04/2024,-36.8667,174.7667,26.43,25.79,26.32,31.85,8.02,28.36,9.15,6.33,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Manila, Philippines",10/21/2024,14.6042,120.9822,32.8,26.1,28.9,0.35,0.0,67,10.8,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Singapore, Singapore",09/22/2024,1.2931,103.8558,30.3,26.6,28.5,1.11,0.0,73,13.7,9.9,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Ghent, Belgium",04/03/2024,51.05,3.7167,17.71,5.76,14.59,41.99,8.77,24.15,51.79,7.46,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Melbourne, Australia",12/03/2024,-37.8167,144.9667,28.0,14.6,20.1,1.97,0.0,76,24.8,9.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"San Jose, Costa Rica",02/25/2024,9.9333,-84.0833,22.8,9.6,15.8,1.26,0.0,83,10.8,9.2,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Guatemala City, Guatemala",04/03/2024,14.6211,-90.5269,-2.99,-3.11,-3.04,0.63,1.54,13.44,22.7,8.06,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Santorini, Greece",05/03/2024,43.2554,-77.7299,16.5,8.8,12.7,1.33,0.0,79,22.3,9.8,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Kuala Lumpur, Malaysia",10/01/2024,3.1667,101.7,31.2,22.0,25.8,6.29,0.0,82,9.7,9.0,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Bruges, Belgium",03/04/2024,51.2167,3.2333,39.72,25.17,39.25,7.01,2.11,36.19,33.4,4.75,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Athens, Greece",09/01/2024,37.9795,23.7162,29.3,20.7,25.2,0.0,0.0,50,23.4,10.0,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Buenos Aires, Argentina",11/15/2024,-34.5875,-58.6725,34.2,20.1,26.8,0.0,0.0,41,18.7,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Abidjan, Ivory Coast",02/03/2024,-24.3667,46.45,32.66,27.86,30.1,38.83,6.59,66.38,12.85,4.43,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Geelong, Australia",03/04/2024,-38.1583,144.35,29.17,0.95,20.99,26.27,2.2,87.51,38.74,4.28,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Tallinn, Estonia",06/02/2024,59.4339,24.7281,1.87,-3.61,1.76,8.32,5.45,23.59,46.16,6.55,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Hobart, Australia",02/03/2024,-42.9167,147.3333,38.52,27.86,35.86,35.91,0.16,35.36,50.46,5.88,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
